userId,title,rating
665,Sleepers,3.0
1,Escape From New York,2.0
7,Escape From New York,3.0
19,Escape From New York,3.0
21,Escape From New York,3.0
30,Escape From New York,3.0
34,Escape From New York,4.0
41,Escape From New York,4.5
49,Escape From New York,3.0
57,Escape From New York,3.0
66,Escape From New York,4.0
73,Escape From New York,4.0
77,Escape From New York,4.0
103,Escape From New York,2.5
105,Escape From New York,3.5
118,Escape From New York,3.0
119,Escape From New York,4.0
155,Escape From New York,4.0
177,Escape From New York,3.0
195,Escape From New York,1.0
248,Escape From New York,5.0
276,Escape From New York,4.0
299,Escape From New York,4.5
311,Escape From New York,1.5
325,Escape From New York,3.0
346,Escape From New York,4.0
351,Escape From New York,3.0
353,Escape From New York,2.0
358,Escape From New York,3.0
380,Escape From New York,4.0
390,Escape From New York,3.0
423,Escape From New York,4.0
461,Escape From New York,3.5
463,Escape From New York,3.0
468,Escape From New York,2.5
472,Escape From New York,4.0
514,Escape From New York,3.0
516,Escape From New York,3.0
518,Escape From New York,3.0
522,Escape From New York,4.0
547,Escape From New York,3.5
564,Escape From New York,4.0
580,Escape From New York,2.0
585,Escape From New York,3.0
596,Escape From New York,3.5
597,Escape From New York,4.0
624,Escape From New York,3.0
634,Escape From New York,3.0
654,Escape From New York,4.5
1,Cinema Paradiso,4.0
23,Cinema Paradiso,5.0
38,Cinema Paradiso,4.5
56,Cinema Paradiso,2.0
94,Cinema Paradiso,3.5
102,Cinema Paradiso,4.0
119,Cinema Paradiso,4.0
130,Cinema Paradiso,4.0
133,Cinema Paradiso,5.0
148,Cinema Paradiso,5.0
198,Cinema Paradiso,3.5
229,Cinema Paradiso,4.5
232,Cinema Paradiso,2.0
262,Cinema Paradiso,3.0
280,Cinema Paradiso,5.0
283,Cinema Paradiso,3.5
306,Cinema Paradiso,4.0
320,Cinema Paradiso,5.0
321,Cinema Paradiso,5.0
325,Cinema Paradiso,2.0
330,Cinema Paradiso,5.0
341,Cinema Paradiso,4.0
358,Cinema Paradiso,5.0
372,Cinema Paradiso,3.0
373,Cinema Paradiso,5.0
387,Cinema Paradiso,5.0
391,Cinema Paradiso,5.0
430,Cinema Paradiso,4.5
441,Cinema Paradiso,5.0
452,Cinema Paradiso,4.0
460,Cinema Paradiso,3.5
468,Cinema Paradiso,3.0
472,Cinema Paradiso,4.0
481,Cinema Paradiso,5.0
497,Cinema Paradiso,5.0
505,Cinema Paradiso,4.0
509,Cinema Paradiso,4.0
510,Cinema Paradiso,5.0
521,Cinema Paradiso,5.0
537,Cinema Paradiso,5.0
539,Cinema Paradiso,5.0
545,Cinema Paradiso,5.0
547,Cinema Paradiso,5.0
580,Cinema Paradiso,4.0
585,Cinema Paradiso,5.0
587,Cinema Paradiso,4.5
1,The Deer Hunter,2.0
15,The Deer Hunter,4.0
17,The Deer Hunter,4.5
19,The Deer Hunter,4.0
21,The Deer Hunter,4.0
22,The Deer Hunter,3.0
23,The Deer Hunter,3.0
30,The Deer Hunter,5.0
34,The Deer Hunter,4.0
56,The Deer Hunter,2.0
57,The Deer Hunter,5.0
73,The Deer Hunter,4.0
102,The Deer Hunter,5.0
105,The Deer Hunter,4.0
152,The Deer Hunter,3.5
195,The Deer Hunter,3.0
232,The Deer Hunter,5.0
248,The Deer Hunter,5.0
257,The Deer Hunter,4.0
265,The Deer Hunter,4.0
303,The Deer Hunter,4.0
309,The Deer Hunter,4.0
344,The Deer Hunter,5.0
353,The Deer Hunter,1.5
370,The Deer Hunter,4.0
373,The Deer Hunter,5.0
380,The Deer Hunter,4.0
391,The Deer Hunter,5.0
394,The Deer Hunter,0.5
423,The Deer Hunter,3.5
434,The Deer Hunter,4.0
452,The Deer Hunter,5.0
457,The Deer Hunter,4.0
461,The Deer Hunter,3.0
468,The Deer Hunter,4.0
472,The Deer Hunter,2.0
509,The Deer Hunter,5.0
527,The Deer Hunter,4.5
533,The Deer Hunter,3.0
547,The Deer Hunter,5.0
564,The Deer Hunter,4.0
577,The Deer Hunter,5.0
585,The Deer Hunter,4.0
587,The Deer Hunter,5.0
592,The Deer Hunter,2.0
647,The Deer Hunter,5.0
648,The Deer Hunter,2.0
661,The Deer Hunter,4.5
1,Ben-Hur,2.0
7,Ben-Hur,4.0
15,Ben-Hur,2.0
19,Ben-Hur,4.0
21,Ben-Hur,5.0
23,Ben-Hur,4.0
34,Ben-Hur,5.0
49,Ben-Hur,5.0
102,Ben-Hur,4.0
119,Ben-Hur,5.0
137,Ben-Hur,5.0
195,Ben-Hur,5.0
207,Ben-Hur,0.5
212,Ben-Hur,3.5
229,Ben-Hur,5.0
232,Ben-Hur,4.0
311,Ben-Hur,4.0
313,Ben-Hur,5.0
326,Ben-Hur,3.0
335,Ben-Hur,3.0
346,Ben-Hur,2.0
358,Ben-Hur,4.0
363,Ben-Hur,5.0
387,Ben-Hur,3.0
388,Ben-Hur,5.0
390,Ben-Hur,3.0
391,Ben-Hur,4.0
404,Ben-Hur,5.0
405,Ben-Hur,4.5
434,Ben-Hur,5.0
452,Ben-Hur,3.0
461,Ben-Hur,4.0
466,Ben-Hur,4.0
468,Ben-Hur,2.5
470,Ben-Hur,3.0
488,Ben-Hur,3.5
505,Ben-Hur,3.5
529,Ben-Hur,2.0
559,Ben-Hur,5.0
575,Ben-Hur,3.0
577,Ben-Hur,5.0
585,Ben-Hur,5.0
587,Ben-Hur,5.0
596,Ben-Hur,4.0
598,Ben-Hur,4.0
605,Ben-Hur,4.0
1,Gandhi,2.0
15,Gandhi,4.0
20,Gandhi,3.5
23,Gandhi,5.0
48,Gandhi,4.0
73,Gandhi,4.5
78,Gandhi,5.0
88,Gandhi,4.0
102,Gandhi,5.0
119,Gandhi,4.0
130,Gandhi,4.0
195,Gandhi,4.0
211,Gandhi,5.0
212,Gandhi,4.0
232,Gandhi,5.0
236,Gandhi,3.0
265,Gandhi,4.0
281,Gandhi,4.5
283,Gandhi,4.5
309,Gandhi,5.0
311,Gandhi,5.0
335,Gandhi,4.5
353,Gandhi,2.0
387,Gandhi,3.0
388,Gandhi,4.5
391,Gandhi,4.0
394,Gandhi,1.5
419,Gandhi,4.5
434,Gandhi,2.0
452,Gandhi,4.0
468,Gandhi,3.5
497,Gandhi,4.0
505,Gandhi,3.5
527,Gandhi,2.5
529,Gandhi,4.0
532,Gandhi,4.5
539,Gandhi,3.0
545,Gandhi,5.0
547,Gandhi,5.0
564,Gandhi,4.0
575,Gandhi,4.0
576,Gandhi,5.0
587,Gandhi,5.0
601,Gandhi,4.5
607,Gandhi,3.5
634,Gandhi,3.0
1,Dracula,3.5
15,Dracula,2.0
19,Dracula,3.0
22,Dracula,4.5
30,Dracula,4.0
34,Dracula,4.0
73,Dracula,3.0
81,Dracula,1.5
95,Dracula,5.0
102,Dracula,3.0
103,Dracula,3.5
119,Dracula,5.0
130,Dracula,2.0
195,Dracula,4.0
207,Dracula,4.0
243,Dracula,4.5
247,Dracula,4.0
285,Dracula,3.0
290,Dracula,4.5
294,Dracula,3.0
297,Dracula,4.5
300,Dracula,3.0
308,Dracula,1.0
310,Dracula,3.5
312,Dracula,4.0
325,Dracula,2.5
337,Dracula,1.0
358,Dracula,1.0
362,Dracula,4.5
380,Dracula,3.5
388,Dracula,3.0
403,Dracula,5.0
463,Dracula,4.0
468,Dracula,2.5
470,Dracula,2.5
472,Dracula,1.0
509,Dracula,2.0
514,Dracula,3.0
518,Dracula,3.0
529,Dracula,3.0
534,Dracula,4.0
560,Dracula,3.0
562,Dracula,3.5
564,Dracula,3.0
575,Dracula,4.0
580,Dracula,3.0
614,Dracula,4.0
617,Dracula,4.0
618,Dracula,4.0
658,Dracula,4.0
664,Dracula,3.5
665,Dracula,3.0
1,Cape Fear,2.0
19,Cape Fear,4.0
23,Cape Fear,4.0
27,Cape Fear,4.0
30,Cape Fear,5.0
73,Cape Fear,4.0
120,Cape Fear,3.5
177,Cape Fear,3.0
207,Cape Fear,5.0
214,Cape Fear,5.0
242,Cape Fear,4.0
262,Cape Fear,2.0
291,Cape Fear,4.5
299,Cape Fear,4.0
306,Cape Fear,4.0
311,Cape Fear,2.0
341,Cape Fear,4.0
342,Cape Fear,4.0
344,Cape Fear,3.0
388,Cape Fear,2.0
403,Cape Fear,4.0
407,Cape Fear,3.0
452,Cape Fear,4.0
457,Cape Fear,4.0
463,Cape Fear,4.0
514,Cape Fear,4.0
518,Cape Fear,3.0
529,Cape Fear,5.0
534,Cape Fear,4.0
547,Cape Fear,4.0
564,Cape Fear,4.0
580,Cape Fear,3.5
596,Cape Fear,3.5
605,Cape Fear,3.0
607,Cape Fear,3.0
613,Cape Fear,4.0
624,Cape Fear,5.0
647,Cape Fear,4.0
654,Cape Fear,4.0
1,Star Trek: The Motion Picture,2.5
4,Star Trek: The Motion Picture,4.0
7,Star Trek: The Motion Picture,3.0
19,Star Trek: The Motion Picture,4.0
21,Star Trek: The Motion Picture,3.0
22,Star Trek: The Motion Picture,2.0
41,Star Trek: The Motion Picture,3.5
78,Star Trek: The Motion Picture,4.0
118,Star Trek: The Motion Picture,3.0
130,Star Trek: The Motion Picture,3.0
150,Star Trek: The Motion Picture,2.5
202,Star Trek: The Motion Picture,4.0
207,Star Trek: The Motion Picture,0.5
217,Star Trek: The Motion Picture,4.5
232,Star Trek: The Motion Picture,4.0
281,Star Trek: The Motion Picture,4.0
285,Star Trek: The Motion Picture,3.0
290,Star Trek: The Motion Picture,4.0
310,Star Trek: The Motion Picture,1.0
311,Star Trek: The Motion Picture,3.0
325,Star Trek: The Motion Picture,3.5
346,Star Trek: The Motion Picture,3.0
363,Star Trek: The Motion Picture,2.0
370,Star Trek: The Motion Picture,3.5
390,Star Trek: The Motion Picture,3.0
439,Star Trek: The Motion Picture,1.0
458,Star Trek: The Motion Picture,3.5
463,Star Trek: The Motion Picture,3.0
466,Star Trek: The Motion Picture,3.0
477,Star Trek: The Motion Picture,5.0
509,Star Trek: The Motion Picture,3.0
514,Star Trek: The Motion Picture,4.0
518,Star Trek: The Motion Picture,3.0
527,Star Trek: The Motion Picture,4.0
529,Star Trek: The Motion Picture,2.0
533,Star Trek: The Motion Picture,3.0
546,Star Trek: The Motion Picture,4.5
547,Star Trek: The Motion Picture,1.0
564,Star Trek: The Motion Picture,4.0
574,Star Trek: The Motion Picture,3.0
575,Star Trek: The Motion Picture,1.0
580,Star Trek: The Motion Picture,2.5
592,Star Trek: The Motion Picture,1.0
607,Star Trek: The Motion Picture,4.0
624,Star Trek: The Motion Picture,3.0
634,Star Trek: The Motion Picture,3.5
654,Star Trek: The Motion Picture,4.0
1,Beavis And Butt-Head Do America,1.0
7,Beavis And Butt-Head Do America,5.0
15,Beavis And Butt-Head Do America,3.0
19,Beavis And Butt-Head Do America,3.0
25,Beavis And Butt-Head Do America,3.0
26,Beavis And Butt-Head Do America,1.5
73,Beavis And Butt-Head Do America,3.5
87,Beavis And Butt-Head Do America,2.0
102,Beavis And Butt-Head Do America,4.0
150,Beavis And Butt-Head Do America,3.0
154,Beavis And Butt-Head Do America,4.0
165,Beavis And Butt-Head Do America,4.0
198,Beavis And Butt-Head Do America,3.0
207,Beavis And Butt-Head Do America,2.5
224,Beavis And Butt-Head Do America,4.0
247,Beavis And Butt-Head Do America,3.0
285,Beavis And Butt-Head Do America,2.0
306,Beavis And Butt-Head Do America,4.0
312,Beavis And Butt-Head Do America,3.0
361,Beavis And Butt-Head Do America,3.0
380,Beavis And Butt-Head Do America,3.0
384,Beavis And Butt-Head Do America,3.0
388,Beavis And Butt-Head Do America,3.0
390,Beavis And Butt-Head Do America,1.0
420,Beavis And Butt-Head Do America,1.0
423,Beavis And Butt-Head Do America,3.5
428,Beavis And Butt-Head Do America,3.0
457,Beavis And Butt-Head Do America,2.5
461,Beavis And Butt-Head Do America,2.0
468,Beavis And Butt-Head Do America,3.0
472,Beavis And Butt-Head Do America,3.0
502,Beavis And Butt-Head Do America,3.0
509,Beavis And Butt-Head Do America,2.5
534,Beavis And Butt-Head Do America,5.0
547,Beavis And Butt-Head Do America,4.0
564,Beavis And Butt-Head Do America,4.0
580,Beavis And Butt-Head Do America,1.5
586,Beavis And Butt-Head Do America,4.0
605,Beavis And Butt-Head Do America,3.0
606,Beavis And Butt-Head Do America,3.0
607,Beavis And Butt-Head Do America,3.5
617,Beavis And Butt-Head Do America,2.0
624,Beavis And Butt-Head Do America,4.0
634,Beavis And Butt-Head Do America,3.0
654,Beavis And Butt-Head Do America,4.5
664,Beavis And Butt-Head Do America,3.0
1,The French Connection,4.0
4,The French Connection,5.0
15,The French Connection,3.0
23,The French Connection,3.0
30,The French Connection,4.0
56,The French Connection,4.0
57,The French Connection,5.0
73,The French Connection,3.5
102,The French Connection,5.0
105,The French Connection,3.5
118,The French Connection,4.0
119,The French Connection,4.0
195,The French Connection,3.0
202,The French Connection,4.0
214,The French Connection,5.0
220,The French Connection,3.0
232,The French Connection,5.0
242,The French Connection,5.0
265,The French Connection,4.0
311,The French Connection,3.5
342,The French Connection,4.0
358,The French Connection,3.0
360,The French Connection,3.0
387,The French Connection,5.0
405,The French Connection,4.5
423,The French Connection,3.5
431,The French Connection,3.0
436,The French Connection,4.0
452,The French Connection,4.0
457,The French Connection,3.5
468,The French Connection,3.0
472,The French Connection,5.0
509,The French Connection,3.0
510,The French Connection,4.0
520,The French Connection,4.0
529,The French Connection,3.0
547,The French Connection,5.0
564,The French Connection,4.0
574,The French Connection,4.0
585,The French Connection,5.0
587,The French Connection,4.0
594,The French Connection,5.0
605,The French Connection,4.0
608,The French Connection,5.0
624,The French Connection,5.0
669,The French Connection,4.0
1,Tron,4.0
4,Tron,4.0
15,Tron,4.0
30,Tron,2.0
34,Tron,4.0
35,Tron,3.5
41,Tron,5.0
49,Tron,3.0
59,Tron,1.0
73,Tron,3.0
77,Tron,4.0
95,Tron,3.0
102,Tron,3.0
119,Tron,3.0
130,Tron,4.0
185,Tron,3.0
195,Tron,3.0
197,Tron,5.0
212,Tron,3.0
214,Tron,4.0
232,Tron,5.0
257,Tron,1.0
285,Tron,3.0
287,Tron,4.0
294,Tron,3.5
312,Tron,4.0
328,Tron,3.0
346,Tron,5.0
363,Tron,3.0
380,Tron,4.0
401,Tron,4.0
461,Tron,2.5
463,Tron,4.0
468,Tron,3.0
470,Tron,3.0
497,Tron,1.0
509,Tron,3.0
518,Tron,3.0
525,Tron,4.0
533,Tron,4.0
561,Tron,4.5
564,Tron,4.0
575,Tron,4.0
577,Tron,4.0
580,Tron,4.0
624,Tron,4.0
654,Tron,3.5
1,The Gods Must Be Crazy,3.0
15,The Gods Must Be Crazy,3.0
43,The Gods Must Be Crazy,3.0
54,The Gods Must Be Crazy,4.0
73,The Gods Must Be Crazy,3.0
79,The Gods Must Be Crazy,0.5
130,The Gods Must Be Crazy,4.0
177,The Gods Must Be Crazy,4.0
195,The Gods Must Be Crazy,2.0
232,The Gods Must Be Crazy,5.0
294,The Gods Must Be Crazy,4.0
311,The Gods Must Be Crazy,3.5
350,The Gods Must Be Crazy,4.0
358,The Gods Must Be Crazy,3.0
373,The Gods Must Be Crazy,3.0
387,The Gods Must Be Crazy,5.0
405,The Gods Must Be Crazy,5.0
408,The Gods Must Be Crazy,2.0
439,The Gods Must Be Crazy,3.0
467,The Gods Must Be Crazy,3.0
468,The Gods Must Be Crazy,2.5
472,The Gods Must Be Crazy,4.0
474,The Gods Must Be Crazy,1.0
485,The Gods Must Be Crazy,4.0
497,The Gods Must Be Crazy,4.0
500,The Gods Must Be Crazy,4.0
510,The Gods Must Be Crazy,4.0
547,The Gods Must Be Crazy,4.5
564,The Gods Must Be Crazy,3.0
575,The Gods Must Be Crazy,4.0
580,The Gods Must Be Crazy,3.5
594,The Gods Must Be Crazy,4.0
597,The Gods Must Be Crazy,5.0
605,The Gods Must Be Crazy,3.0
646,The Gods Must Be Crazy,5.0
654,The Gods Must Be Crazy,4.0
1,Willow,2.0
4,Willow,3.0
30,Willow,3.0
33,Willow,2.0
57,Willow,5.0
59,Willow,0.5
73,Willow,4.0
95,Willow,5.0
98,Willow,2.5
102,Willow,3.0
119,Willow,4.0
185,Willow,3.0
195,Willow,3.0
212,Willow,2.5
213,Willow,2.5
228,Willow,5.0
232,Willow,5.0
243,Willow,3.5
247,Willow,4.0
253,Willow,3.0
294,Willow,3.5
295,Willow,4.0
303,Willow,3.0
325,Willow,1.0
346,Willow,4.0
384,Willow,2.5
405,Willow,4.0
461,Willow,3.0
463,Willow,3.0
466,Willow,2.0
468,Willow,2.5
509,Willow,2.0
518,Willow,5.0
525,Willow,4.0
564,Willow,4.0
575,Willow,5.0
579,Willow,0.5
580,Willow,3.5
604,Willow,1.0
607,Willow,4.5
654,Willow,4.0
665,Willow,3.0
1,Antz,2.0
5,Antz,4.0
9,Antz,2.0
15,Antz,2.0
48,Antz,3.0
73,Antz,3.5
95,Antz,4.0
105,Antz,3.5
130,Antz,3.0
150,Antz,2.5
185,Antz,3.0
190,Antz,3.0
193,Antz,4.0
195,Antz,4.0
212,Antz,2.5
213,Antz,2.0
220,Antz,5.0
226,Antz,2.0
236,Antz,3.5
276,Antz,3.5
285,Antz,4.0
290,Antz,5.0
295,Antz,3.0
304,Antz,3.5
328,Antz,3.0
363,Antz,4.0
373,Antz,3.0
381,Antz,5.0
412,Antz,3.0
452,Antz,3.0
458,Antz,2.0
461,Antz,1.5
468,Antz,2.5
472,Antz,4.0
480,Antz,4.5
518,Antz,3.0
534,Antz,4.0
546,Antz,5.0
557,Antz,1.5
559,Antz,3.0
560,Antz,4.0
561,Antz,2.5
562,Antz,4.0
564,Antz,4.0
580,Antz,3.0
582,Antz,2.0
595,Antz,1.0
607,Antz,3.5
608,Antz,4.0
611,Antz,3.0
646,Antz,4.0
654,Antz,4.0
656,Antz,5.0
1,Time Bandits,1.0
4,Time Bandits,5.0
35,Time Bandits,0.5
49,Time Bandits,4.0
68,Time Bandits,1.0
73,Time Bandits,3.5
77,Time Bandits,4.0
102,Time Bandits,4.0
105,Time Bandits,4.0
118,Time Bandits,4.0
119,Time Bandits,4.0
130,Time Bandits,4.0
195,Time Bandits,3.0
197,Time Bandits,1.0
207,Time Bandits,2.0
229,Time Bandits,4.0
232,Time Bandits,5.0
268,Time Bandits,3.5
282,Time Bandits,4.5
299,Time Bandits,4.0
306,Time Bandits,3.0
312,Time Bandits,3.0
346,Time Bandits,5.0
380,Time Bandits,4.0
423,Time Bandits,4.0
428,Time Bandits,3.0
439,Time Bandits,1.0
461,Time Bandits,3.0
468,Time Bandits,3.0
472,Time Bandits,4.0
480,Time Bandits,5.0
518,Time Bandits,4.0
525,Time Bandits,4.0
533,Time Bandits,3.0
546,Time Bandits,3.5
564,Time Bandits,3.0
575,Time Bandits,5.0
577,Time Bandits,5.0
580,Time Bandits,3.0
586,Time Bandits,5.0
613,Time Bandits,4.0
624,Time Bandits,5.0
654,Time Bandits,5.0
1,Blazing Saddles,3.0
15,Blazing Saddles,2.0
23,Blazing Saddles,3.5
30,Blazing Saddles,4.0
56,Blazing Saddles,4.0
73,Blazing Saddles,3.0
75,Blazing Saddles,4.0
76,Blazing Saddles,3.5
77,Blazing Saddles,4.0
83,Blazing Saddles,4.5
102,Blazing Saddles,4.0
120,Blazing Saddles,2.5
125,Blazing Saddles,4.5
130,Blazing Saddles,2.0
134,Blazing Saddles,4.5
148,Blazing Saddles,4.0
178,Blazing Saddles,4.0
195,Blazing Saddles,5.0
196,Blazing Saddles,5.0
212,Blazing Saddles,2.5
222,Blazing Saddles,3.0
265,Blazing Saddles,5.0
285,Blazing Saddles,3.0
291,Blazing Saddles,5.0
294,Blazing Saddles,3.0
306,Blazing Saddles,4.0
309,Blazing Saddles,5.0
315,Blazing Saddles,5.0
352,Blazing Saddles,4.0
380,Blazing Saddles,4.0
387,Blazing Saddles,3.0
398,Blazing Saddles,5.0
405,Blazing Saddles,4.0
423,Blazing Saddles,3.5
424,Blazing Saddles,3.5
428,Blazing Saddles,4.5
430,Blazing Saddles,4.5
442,Blazing Saddles,5.0
452,Blazing Saddles,4.0
460,Blazing Saddles,4.0
468,Blazing Saddles,2.5
472,Blazing Saddles,5.0
505,Blazing Saddles,3.5
509,Blazing Saddles,4.0
519,Blazing Saddles,4.5
529,Blazing Saddles,4.0
553,Blazing Saddles,3.5
561,Blazing Saddles,4.5
564,Blazing Saddles,5.0
575,Blazing Saddles,4.0
580,Blazing Saddles,4.0
585,Blazing Saddles,4.0
587,Blazing Saddles,4.0
598,Blazing Saddles,4.0
604,Blazing Saddles,3.5
605,Blazing Saddles,4.0
615,Blazing Saddles,3.5
621,Blazing Saddles,5.0
624,Blazing Saddles,5.0
634,Blazing Saddles,3.5
654,Blazing Saddles,4.5
671,Blazing Saddles,3.0
2,Goldeneye,4.0
4,Goldeneye,4.0
7,Goldeneye,3.0
15,Goldeneye,3.0
19,Goldeneye,3.0
21,Goldeneye,3.0
39,Goldeneye,5.0
47,Goldeneye,4.0
50,Goldeneye,4.0
56,Goldeneye,4.0
73,Goldeneye,3.0
74,Goldeneye,5.0
77,Goldeneye,3.0
78,Goldeneye,5.0
80,Goldeneye,3.0
82,Goldeneye,3.0
85,Goldeneye,5.0
92,Goldeneye,2.0
105,Goldeneye,3.5
108,Goldeneye,4.0
110,Goldeneye,4.0
111,Goldeneye,3.5
113,Goldeneye,3.0
114,Goldeneye,4.0
121,Goldeneye,3.0
122,Goldeneye,3.0
126,Goldeneye,3.0
130,Goldeneye,3.5
134,Goldeneye,4.0
135,Goldeneye,3.0
137,Goldeneye,4.0
144,Goldeneye,5.0
145,Goldeneye,5.0
150,Goldeneye,4.0
151,Goldeneye,5.0
152,Goldeneye,1.5
157,Goldeneye,3.5
159,Goldeneye,2.5
161,Goldeneye,4.0
164,Goldeneye,4.0
165,Goldeneye,2.5
177,Goldeneye,4.0
188,Goldeneye,4.0
191,Goldeneye,2.0
199,Goldeneye,2.5
205,Goldeneye,3.5
212,Goldeneye,3.5
214,Goldeneye,3.0
224,Goldeneye,3.0
236,Goldeneye,3.0
243,Goldeneye,3.5
247,Goldeneye,4.0
249,Goldeneye,4.0
253,Goldeneye,4.0
268,Goldeneye,3.0
279,Goldeneye,3.0
282,Goldeneye,3.0
285,Goldeneye,4.0
288,Goldeneye,3.0
290,Goldeneye,4.5
292,Goldeneye,4.0
294,Goldeneye,3.5
295,Goldeneye,4.5
302,Goldeneye,3.0
311,Goldeneye,3.0
312,Goldeneye,1.0
313,Goldeneye,3.5
353,Goldeneye,3.0
355,Goldeneye,3.5
369,Goldeneye,3.0
375,Goldeneye,4.0
384,Goldeneye,3.5
385,Goldeneye,3.0
388,Goldeneye,2.0
389,Goldeneye,4.0
390,Goldeneye,3.0
396,Goldeneye,3.0
399,Goldeneye,3.0
400,Goldeneye,3.0
405,Goldeneye,3.5
415,Goldeneye,4.0
416,Goldeneye,4.0
418,Goldeneye,2.5
428,Goldeneye,2.5
430,Goldeneye,3.5
447,Goldeneye,3.0
457,Goldeneye,2.0
458,Goldeneye,4.0
461,Goldeneye,2.0
464,Goldeneye,5.0
468,Goldeneye,3.0
471,Goldeneye,4.5
487,Goldeneye,4.0
516,Goldeneye,4.0
525,Goldeneye,3.0
535,Goldeneye,3.0
548,Goldeneye,4.0
550,Goldeneye,4.0
552,Goldeneye,3.0
555,Goldeneye,3.0
560,Goldeneye,4.0
561,Goldeneye,3.5
564,Goldeneye,3.0
568,Goldeneye,4.0
574,Goldeneye,3.0
577,Goldeneye,3.5
588,Goldeneye,3.0
589,Goldeneye,4.0
590,Goldeneye,3.0
592,Goldeneye,4.0
593,Goldeneye,2.0
596,Goldeneye,3.5
602,Goldeneye,3.0
607,Goldeneye,3.5
608,Goldeneye,3.0
624,Goldeneye,4.0
641,Goldeneye,3.0
649,Goldeneye,5.0
650,Goldeneye,4.0
654,Goldeneye,4.0
662,Goldeneye,3.0
666,Goldeneye,3.0
2,Sense And Sensibility,5.0
9,Sense And Sensibility,4.0
15,Sense And Sensibility,3.0
18,Sense And Sensibility,4.0
44,Sense And Sensibility,2.0
57,Sense And Sensibility,5.0
67,Sense And Sensibility,4.0
70,Sense And Sensibility,4.0
74,Sense And Sensibility,4.0
86,Sense And Sensibility,5.0
93,Sense And Sensibility,4.0
99,Sense And Sensibility,3.0
121,Sense And Sensibility,5.0
122,Sense And Sensibility,3.0
161,Sense And Sensibility,5.0
162,Sense And Sensibility,4.0
172,Sense And Sensibility,4.0
182,Sense And Sensibility,3.0
211,Sense And Sensibility,4.0
212,Sense And Sensibility,3.5
220,Sense And Sensibility,5.0
224,Sense And Sensibility,5.0
232,Sense And Sensibility,5.0
233,Sense And Sensibility,5.0
240,Sense And Sensibility,4.0
268,Sense And Sensibility,3.0
280,Sense And Sensibility,5.0
283,Sense And Sensibility,2.5
